Iteration,UserId,Score,Delta
1,elonmusk,0.575,0.07499999999999996
1,Tesla,0.575,0.07499999999999996
2,elonmusk,0.6387499999999999,0.06374999999999997
2,Tesla,0.6387499999999999,0.06374999999999997
3,elonmusk,0.6929375,0.054187500000000055
3,Tesla,0.6929375,0.054187500000000055
4,elonmusk,0.738996875,0.046059375000000014
4,Tesla,0.738996875,0.046059375000000014
5,elonmusk,0.77814734375,0.039150468750000056
5,Tesla,0.77814734375,0.039150468750000056
6,elonmusk,0.8114252421875,0.03327789843749995
6,Tesla,0.8114252421875,0.03327789843749995
7,elonmusk,0.839711455859375,0.028286213671875005
7,Tesla,0.839711455859375,0.028286213671875005
8,elonmusk,0.8637547374804687,0.024043281621093704
8,Tesla,0.8637547374804687,0.024043281621093704
9,elonmusk,0.8841915268583984,0.0204367893779297
9,Tesla,0.8841915268583984,0.0204367893779297
10,elonmusk,0.9015627978296387,0.01737127097124025
10,Tesla,0.9015627978296387,0.01737127097124025
11,elonmusk,0.9163283781551929,0.014765580325554195
11,Tesla,0.9163283781551929,0.014765580325554195
12,elonmusk,0.9288791214319139,0.01255074327672101
12,Tesla,0.928879121431914,0.012550743276721121
13,elonmusk,0.9395472532171268,0.010668131785212975
13,Tesla,0.9395472532171268,0.010668131785212864
14,elonmusk,0.9486151652345578,0.009067912017430957
14,Tesla,0.9486151652345578,0.009067912017430957
15,elonmusk,0.9563228904493741,0.00770772521481633
15,Tesla,0.9563228904493741,0.00770772521481633
16,elonmusk,0.9628744568819679,0.006551566432593803
16,Tesla,0.962874456881968,0.006551566432593914
17,elonmusk,0.9684432883496729,0.005568831467704927
17,Tesla,0.9684432883496727,0.005568831467704705
18,elonmusk,0.9731767950972219,0.004733506747549021
18,Tesla,0.9731767950972219,0.004733506747549132
19,elonmusk,0.9772002758326386,0.004023480735416696
19,Tesla,0.9772002758326386,0.004023480735416696
20,elonmusk,0.9806202344577428,0.003419958625104247
20,Tesla,0.9806202344577428,0.003419958625104247
21,elonmusk,0.9835271992890815,0.0029069648313386764
21,Tesla,0.9835271992890814,0.0029069648313385654
22,elonmusk,0.9859981193957192,0.0024709201066377418
22,Tesla,0.9859981193957192,0.0024709201066378528
23,elonmusk,0.9880984014863614,0.0021002820906421693
23,Tesla,0.9880984014863614,0.0021002820906421693
24,elonmusk,0.9898836412634072,0.0017852397770458106
24,Tesla,0.9898836412634072,0.0017852397770458106
25,elonmusk,0.9914010950738962,0.0015174538104889557
25,Tesla,0.9914010950738962,0.0015174538104889557
26,elonmusk,0.9926909308128119,0.0012898357389157233
26,Tesla,0.9926909308128118,0.0012898357389156123
27,elonmusk,0.9937872911908899,0.0010963603780780318
27,Tesla,0.9937872911908902,0.0010963603780783648
28,elonmusk,0.9947191975122567,0.0009319063213667489
28,Tesla,0.9947191975122565,0.0009319063213663048
29,elonmusk,0.9955113178854179,0.0007921203731612314
29,Tesla,0.9955113178854181,0.0007921203731616755
30,elonmusk,0.9961846202026055,0.0006733023171875407
30,Tesla,0.9961846202026052,0.0006733023171870967
31,elonmusk,0.9967569271722144,0.0005723069696089711
31,Tesla,0.9967569271722146,0.0005723069696094152
32,elonmusk,0.9972433880963826,0.0004864609241681528
32,Tesla,0.9972433880963822,0.0004864609241675977
33,elonmusk,0.9976568798819249,0.00041349178554228594
33,Tesla,0.9976568798819252,0.00041349178554295207
34,elonmusk,0.9980083478996363,0.00035146801771146485
34,Tesla,0.9980083478996361,0.00035146801771090974
35,elonmusk,0.9983070957146908,0.00029874781505445647
35,Tesla,0.9983070957146909,0.00029874781505478953
36,elonmusk,0.9985610313574873,0.00025393564279652114
36,Tesla,0.9985610313574872,0.0002539356427962991
37,elonmusk,0.998776876653864,0.00021584529637674876
37,Tesla,0.9987768766538642,0.0002158452963769708
38,elonmusk,0.9989603451557846,0.0001834685019205251
38,Tesla,0.9989603451557845,0.00018346850192030306
39,elonmusk,0.9991162933824168,0.00015594822663222985
39,Tesla,0.9991162933824169,0.0001559482266324519
40,elonmusk,0.9992488493750544,0.00013255599263761741
40,Tesla,0.9992488493750543,0.00013255599263739537
41,elonmusk,0.9993615219687961,0.0001126725937417028
41,Tesla,0.9993615219687962,0.00011267259374192484
42,elonmusk,0.9994572936734768,0.00009577170468066942
42,Tesla,0.9994572936734767,0.00009577170468044738
43,elonmusk,0.9995386996224551,0.00008140594897831921
43,Tesla,0.9995386996224552,0.00008140594897854125
44,elonmusk,0.9996078946790871,0.00006919505663194325
44,Tesla,0.9996078946790868,0.00006919505663161019
45,elonmusk,0.9996667104772238,0.000058815798136713227
45,Tesla,0.999666710477224,0.000058815798137157316
46,elonmusk,0.9997167039056403,0.0000499934284164949
46,Tesla,0.9997167039056402,0.000049993428416161834
47,elonmusk,0.9997591983197941,0.000042494414153826376
47,Tesla,0.9997591983197942,0.00004249441415404842
48,elonmusk,0.9997953185718251,0.00003612025203103553
48,Tesla,0.999795318571825,0.00003612025203081348
49,elonmusk,0.9998260207860513,0.00003070221422618591
49,Tesla,0.9998260207860513,0.00003070221422629693
50,elonmusk,0.9998521176681436,0.000026096882092319085
50,Tesla,0.9998521176681436,0.000026096882092319085
51,elonmusk,0.9998743000179221,0.00002218234977846567
51,Tesla,0.9998743000179221,0.00002218234977846567
52,elonmusk,0.9998931550152338,0.00001885499731169027
52,Tesla,0.9998931550152338,0.00001885499731169027
53,elonmusk,0.9999091817629487,0.00001602674771494783
53,Tesla,0.9999091817629487,0.00001602674771494783
54,elonmusk,0.9999228044985063,0.000013622735557605736
54,Tesla,0.9999228044985065,0.000013622735557716759
55,elonmusk,0.9999343838237305,0.000011579325224109205
55,Tesla,0.9999343838237303,0.00001157932522388716
56,elonmusk,0.9999442262501709,0.00000984242644042066
56,Tesla,0.9999442262501709,0.000009842426440531682
57,elonmusk,0.9999525923126452,0.000008366062474340907
57,Tesla,0.9999525923126452,0.000008366062474340907
58,elonmusk,0.9999597034657484,0.000007111153103145362
58,Tesla,0.9999597034657485,0.000007111153103256385
59,elonmusk,0.9999657479458861,0.0000060444801377457225
59,Tesla,0.9999657479458861,0.0000060444801376347
60,elonmusk,0.9999708857540032,0.00000513780811706166
60,Tesla,0.9999708857540032,0.00000513780811706166
61,elonmusk,0.9999752528909028,0.000004367136899663393
61,Tesla,0.9999752528909027,0.000004367136899552371
62,elonmusk,0.9999789649572673,0.000003712066364514044
62,Tesla,0.9999789649572675,0.0000037120663647360885
63,elonmusk,0.9999821202136773,0.000003155256409925755
63,Tesla,0.9999821202136773,0.000003155256409814733
64,elonmusk,0.9999848021816258,0.0000026819679485035053
64,Tesla,0.9999848021816257,0.000002681967948392483
65,elonmusk,0.9999870818543818,0.000002279672756011486
65,Tesla,0.9999870818543819,0.0000022796727562335306
66,elonmusk,0.9999890195762247,0.0000019377218428706655
66,Tesla,0.9999890195762245,0.000001937721842648621
67,elonmusk,0.999990666639791,0.00000164706356631239
67,Tesla,0.999990666639791,0.0000016470635664234123
68,elonmusk,0.9999920666438223,0.0000014000040313710826
68,Tesla,0.9999920666438223,0.0000014000040313710826
69,elonmusk,0.999993256647249,0.0000011900034266876247
