Iteration,UserId,Score,Delta
1,OpenAI,0.18103359436571176,0.15229973896762156
1,GoogleAI,0.23874371738213251,0.0945896159512008
1,AnthropicAI,0.21675980469124417,0.11657352864208914
2,OpenAI,0.17033938375597646,0.0106942106097353
2,GoogleAI,0.19956084687124087,0.03918287051089164
2,AnthropicAI,0.18644944860485546,0.030310356086388712
3,OpenAI,0.16745334482888266,0.002886038927093798
3,GoogleAI,0.19596474969447272,0.0035960971767681482
3,AnthropicAI,0.18421276510874057,0.0022366834961148885
4,OpenAI,0.16723528345652236,0.00021806137236030088
4,GoogleAI,0.19522118930237342,0.0007435603920993017
4,AnthropicAI,0.1836323867778044,0.0005803783309361599
5,OpenAI,0.16718007047410788,0.000055212982414482026
5,GoogleAI,0.19514930092759264,0.00007188837478078192
5,AnthropicAI,0.18358696391998486,0.000045422857819554796
6,OpenAI,0.16717565030603937,0.000004420168068508534
6,GoogleAI,0.1951349753089743,0.000014325618618332703
6,AnthropicAI,0.18357585037534183,0.000011113544643032158
7,OpenAI,0.16717459241289676,0.0000010578931426141747
7,GoogleAI,0.1951335429623455,0.0000014323466288046482
7,AnthropicAI,0.18357493212638015,9.182489616732514e-7
8,OpenAI,0.16717450320785157,8.920504518394878e-8
8,GoogleAI,0.1951332666499977,2.7631234780778335e-7
8,AnthropicAI,0.183574719005415,2.1312096515346823e-7
