Iteration,UserId,Score,Delta
1,catshealdeprsn,0.20787700823710498,0.007877008237104965
1,nocontextscats,0.2034487918419628,0.003448791841962784
1,CuteCatsMagic,0.18965626599532331,0.010343734004676697
1,spoiledgirlcat,0.15685795294715515,0.043142047052844856
1,PostofcatsX,0.15334203170123897,0.04665796829876104
2,catshealdeprsn,0.20700466069072895,0.0008723475463760233
2,nocontextscats,0.20091837757256426,0.00253041426939854
2,CuteCatsMagic,0.19031076443268288,0.0006544984373595686
2,spoiledgirlcat,0.1565511481623609,0.0003068047847942512
2,PostofcatsX,0.15320639877814285,0.00013563292309612396
3,catshealdeprsn,0.20669657739624236,0.00030808329448658855
3,nocontextscats,0.20106769114800938,0.00014931357544512025
3,CuteCatsMagic,0.1898326039644317,0.00047816046825119307
3,spoiledgirlcat,0.15655876756460319,0.0000076194022422815255
3,PostofcatsX,0.15320770474426135,0.000001305966118497759
4,catshealdeprsn,0.20665648803451753,0.00004008936172483768
4,nocontextscats,0.20094336944076135,0.00012432170724802072
4,CuteCatsMagic,0.18985654210167985,0.00002393813724815841
4,spoiledgirlcat,0.1565454182802206,0.000013349284382596638
4,PostofcatsX,0.15320164244486878,0.000006062299392567416
5,catshealdeprsn,0.20664026306165137,0.000016224972866157872
5,nocontextscats,0.20094869825851702,0.000005328817755667625
5,CuteCatsMagic,0.1898330839866679,0.00002345811501194839
5,spoiledgirlcat,0.1565455535151862,1.352349656147389e-7
5,PostofcatsX,0.15320159644175438,4.6003114401171885e-8
6,catshealdeprsn,0.2066379848054128,0.000002278256238580356
6,nocontextscats,0.20094258126073355,0.000006116997783467415
6,CuteCatsMagic,0.18983387611328445,7.921266165500374e-7
6,spoiledgirlcat,0.15654488947066617,6.640445200378764e-7
6,PostofcatsX,0.15320129303250643,3.0340924794813873e-7
7,catshealdeprsn,0.2066371353581161,8.494472966968925e-7
7,nocontextscats,0.2009427422494117,1.6098867813840734e-7
7,CuteCatsMagic,0.18983271826894127,0.0000011578443431803365
7,spoiledgirlcat,0.15654488480715836,4.663507802149525e-9
7,PostofcatsX,0.15320128551870005,7.513806382641874e-9
8,catshealdeprsn,0.20663700698785742,1.283702586729607e-7
8,nocontextscats,0.2009424395431012,3.027063104898975e-7
8,CuteCatsMagic,0.1898327379277494,1.9658808136924222e-8
8,spoiledgirlcat,0.15654485156577844,3.324137992644083e-8
8,PostofcatsX,0.1532012702378352,1.5280864851252574e-8
