Iteration,UserId,Score,Delta
1,brain_stimulus,0.1524241693230011,0.12969689659572836
1,ThuyTrang108,0.15394838727035476,0.13122111454308202
1,RealNickMugalli,0.1517696160942248,0.12904234336695206
1,goyalshaliniuk,0.15181121008390938,0.12908393735663665
1,FqlExchange,0.15115222235103484,0.1284249496237621
1,TheNode_Network,0.15089163476236286,0.12816436203509013
1,StandWCrypto_EU,0.1507150018993845,0.12798772917211176
1,peterli34923561,0.1506494196451358,0.12792214691786308
1,Glassdoorgamer,0.15042089300125935,0.12769362027398662
1,Vcloudmaster,0.15000639902296242,0.1272791262956897
1,NatureRocksCO2,0.15000000000000002,0.1272727272727273
1,sentient_found,0.15000000000000002,0.1272727272727273
1,TheDogeOH,0.15000000000000002,0.1272727272727273
1,history_hacked,0.15000000000000002,0.1272727272727273
1,ZenRiot2,0.15000000000000002,0.1272727272727273
1,Pizza_DAO,0.15000000000000002,0.1272727272727273
1,MonkoCoin,0.15000000000000002,0.1272727272727273
1,EuEthInstitute,0.15000000000000002,0.1272727272727273
1,DJLOVECHICAGO,0.15000000000000002,0.1272727272727273
1,EthanPierse,0.15000000000000002,0.1272727272727273
1,DogeOS,0.15000000000000002,0.1272727272727273
1,arc,0.15000000000000002,0.1272727272727273
1,ParisBlockWeek,0.15000000000000002,0.1272727272727273
1,SentientAGI,0.15000000000000002,0.1272727272727273
1,KASTxyz,0.15000000000000002,0.1272727272727273
1,USDogeApp,0.15000000000000002,0.1272727272727273
1,MOARhq,0.15000000000000002,0.1272727272727273
1,Camilee_KAST,0.15000000000000002,0.1272727272727273
1,PrismaXai,0.15000000000000002,0.1272727272727273
1,iota,0.15000000000000002,0.1272727272727273
1,MaxC16134,0.15000000000000002,0.1272727272727273
1,RialoHQ,0.15000000000000002,0.1272727272727273
1,HokusGrey,0.15000000000000002,0.1272727272727273
1,Coleta_Cripto,0.15000000000000002,0.1272727272727273
1,TopviewAIhq,0.15000000000000002,0.1272727272727273
1,nordicblock,0.15000000000000002,0.1272727272727273
1,bark_swap,0.15000000000000002,0.1272727272727273
1,anoncoinit,0.15000000000000002,0.1272727272727273
1,viewfromhk,0.15000000000000002,0.1272727272727273
1,ItsJoshieP,0.15000000000000002,0.1272727272727273
1,Doge_Museum,0.15000000000000002,0.1272727272727273
1,mStarJP,0.15000000000000002,0.1272727272727273
1,vivianrobotics,0.15000000000000002,0.1272727272727273
1,lady_isya,0.15000000000000002,0.1272727272727273
2,brain_stimulus,0.16620828235509424,0.013784113032093148
2,ThuyTrang108,0.17644384442543617,0.022495457155081416
2,RealNickMugalli,0.1618545005776826,0.010084884483457818
2,goyalshaliniuk,0.16213630654144096,0.010325096457531574
2,FqlExchange,0.15771320916286988,0.0065609868118350345
2,TheNode_Network,0.1559508282215773,0.005059193459214434
2,StandWCrypto_EU,0.1547698944360994,0.004054892536714899
2,peterli34923561,0.15433642311098744,0.0036870034658516293
2,Glassdoorgamer,0.1528159080241297,0.002395015022870345
2,Vcloudmaster,0.15004278523247486,0.00003638620951243454
2,NatureRocksCO2,0.15000000000000002,0
2,sentient_found,0.15000000000000002,0
2,TheDogeOH,0.15000000000000002,0
2,history_hacked,0.15000000000000002,0
2,ZenRiot2,0.15000000000000002,0
2,Pizza_DAO,0.15000000000000002,0
2,MonkoCoin,0.15000000000000002,0
2,EuEthInstitute,0.15000000000000002,0
2,DJLOVECHICAGO,0.15000000000000002,0
2,EthanPierse,0.15000000000000002,0
2,DogeOS,0.15000000000000002,0
2,arc,0.15000000000000002,0
2,ParisBlockWeek,0.15000000000000002,0
2,SentientAGI,0.15000000000000002,0
2,KASTxyz,0.15000000000000002,0
2,USDogeApp,0.15000000000000002,0
2,MOARhq,0.15000000000000002,0
2,Camilee_KAST,0.15000000000000002,0
2,PrismaXai,0.15000000000000002,0
2,iota,0.15000000000000002,0
2,MaxC16134,0.15000000000000002,0
2,RialoHQ,0.15000000000000002,0
2,HokusGrey,0.15000000000000002,0
2,Coleta_Cripto,0.15000000000000002,0
2,TopviewAIhq,0.15000000000000002,0
2,nordicblock,0.15000000000000002,0
2,bark_swap,0.15000000000000002,0
2,anoncoinit,0.15000000000000002,0
2,viewfromhk,0.15000000000000002,0
2,ItsJoshieP,0.15000000000000002,0
2,Doge_Museum,0.15000000000000002,0
2,mStarJP,0.15000000000000002,0
2,vivianrobotics,0.15000000000000002,0
2,lady_isya,0.15000000000000002,0
3,brain_stimulus,0.1673974971712242,0.0011892148161299632
3,ThuyTrang108,0.17863041380562278,0.0021865693801866037
3,RealNickMugalli,0.16285044891266423,0.0009959483349816223
3,goyalshaliniuk,0.16317343444338694,0.001037127901945989
3,FqlExchange,0.158330698851802,0.0006174896889321324
3,TheNode_Network,0.15632662453080026,0.00037579630922296436
3,StandWCrypto_EU,0.1550594175402937,0.0002895231041943058
3,peterli34923561,0.15462236479463612,0.0002859416836486772
3,Glassdoorgamer,0.15303216841387582,0.00021626038974612016
3,Vcloudmaster,0.15004592370917935,0.0000031384767044950745
3,NatureRocksCO2,0.15000000000000002,0
3,sentient_found,0.15000000000000002,0
3,TheDogeOH,0.15000000000000002,0
3,history_hacked,0.15000000000000002,0
3,ZenRiot2,0.15000000000000002,0
3,Pizza_DAO,0.15000000000000002,0
3,MonkoCoin,0.15000000000000002,0
3,EuEthInstitute,0.15000000000000002,0
3,DJLOVECHICAGO,0.15000000000000002,0
3,EthanPierse,0.15000000000000002,0
3,DogeOS,0.15000000000000002,0
3,arc,0.15000000000000002,0
3,ParisBlockWeek,0.15000000000000002,0
3,SentientAGI,0.15000000000000002,0
3,KASTxyz,0.15000000000000002,0
3,USDogeApp,0.15000000000000002,0
3,MOARhq,0.15000000000000002,0
3,Camilee_KAST,0.15000000000000002,0
3,PrismaXai,0.15000000000000002,0
3,iota,0.15000000000000002,0
3,MaxC16134,0.15000000000000002,0
3,RialoHQ,0.15000000000000002,0
3,HokusGrey,0.15000000000000002,0
3,Coleta_Cripto,0.15000000000000002,0
3,TopviewAIhq,0.15000000000000002,0
3,nordicblock,0.15000000000000002,0
3,bark_swap,0.15000000000000002,0
3,anoncoinit,0.15000000000000002,0
3,viewfromhk,0.15000000000000002,0
3,ItsJoshieP,0.15000000000000002,0
3,Doge_Museum,0.15000000000000002,0
3,mStarJP,0.15000000000000002,0
3,vivianrobotics,0.15000000000000002,0
3,lady_isya,0.15000000000000002,0
4,brain_stimulus,0.16751200070037964,0.00011450352915542972
4,ThuyTrang108,0.1788208444237162,0.00019043061809342898
4,RealNickMugalli,0.16294015164274825,0.00008970273008401808
4,goyalshaliniuk,0.16326531314481504,0.00009187870142809973
4,FqlExchange,0.15838567937362083,0.000054980521818820405
4,TheNode_Network,0.15636065796800167,0.00003403343720140284
4,StandWCrypto_EU,0.15508551317273742,0.00002609563244371227
4,peterli34923561,0.15464810879609228,0.000025744001456162735
4,Glassdoorgamer,0.15305141674638503,0.000019248332509214094
4,Vcloudmaster,0.15004620305985666,2.793506773124399e-7
4,NatureRocksCO2,0.15000000000000002,0
4,sentient_found,0.15000000000000002,0
4,TheDogeOH,0.15000000000000002,0
4,history_hacked,0.15000000000000002,0
4,ZenRiot2,0.15000000000000002,0
4,Pizza_DAO,0.15000000000000002,0
4,MonkoCoin,0.15000000000000002,0
4,EuEthInstitute,0.15000000000000002,0
4,DJLOVECHICAGO,0.15000000000000002,0
4,EthanPierse,0.15000000000000002,0
4,DogeOS,0.15000000000000002,0
4,arc,0.15000000000000002,0
4,ParisBlockWeek,0.15000000000000002,0
4,SentientAGI,0.15000000000000002,0
4,KASTxyz,0.15000000000000002,0
4,USDogeApp,0.15000000000000002,0
4,MOARhq,0.15000000000000002,0
4,Camilee_KAST,0.15000000000000002,0
4,PrismaXai,0.15000000000000002,0
4,iota,0.15000000000000002,0
4,MaxC16134,0.15000000000000002,0
4,RialoHQ,0.15000000000000002,0
4,HokusGrey,0.15000000000000002,0
4,Coleta_Cripto,0.15000000000000002,0
4,TopviewAIhq,0.15000000000000002,0
4,nordicblock,0.15000000000000002,0
4,bark_swap,0.15000000000000002,0
4,anoncoinit,0.15000000000000002,0
4,viewfromhk,0.15000000000000002,0
4,ItsJoshieP,0.15000000000000002,0
4,Doge_Museum,0.15000000000000002,0
4,mStarJP,0.15000000000000002,0
4,vivianrobotics,0.15000000000000002,0
4,lady_isya,0.15000000000000002,0
5,brain_stimulus,0.1675220546096828,0.000010053909303170405
5,ThuyTrang108,0.17883904451129223,0.00001820008757602576
5,RealNickMugalli,0.16294851303331884,0.000008361390570588156
5,goyalshaliniuk,0.16327394569640727,0.000008632551592224758
