Iteration,UserId,Score,Delta
1,catshealdeprsn,0.17644610683816672,0.06533499572705562
1,Catsillyness,0.1714781073993734,0.06036699628826228
1,nocontextscats,0.17483010213964115,0.06371899102853004
1,depressionlesss,0.17032414724785142,0.05921303613674031
1,feederofcats,0.1608978315711823,0.04978672046007118
1,CuteCatsMagic,0.1662443612906202,0.0551332501795091
1,m0neypulator,0.1536646682544904,0.0425535571433793
1,PostofcatsX,0.15161595918129747,0.04050484807018637
1,pussycattech,0.1515062447281179,0.040395133617006806
2,catshealdeprsn,0.19067237795678554,0.014226271118618822
2,Catsillyness,0.18343730741955458,0.011959200020181193
2,nocontextscats,0.18795853738644341,0.013128435246802267
2,depressionlesss,0.18151649116305277,0.011192343915201353
2,feederofcats,0.1666640218823966,0.005766190311214309
2,CuteCatsMagic,0.17525472126916775,0.009010359978547544
2,m0neypulator,0.15564232964311076,0.00197766138862035
2,PostofcatsX,0.15232970977743324,0.0007137505961357649
2,pussycattech,0.15217580560847183,0.0006695608803539144
3,catshealdeprsn,0.19334279170528584,0.0026704137485003
3,Catsillyness,0.18581948764672662,0.0023821802271720427
3,nocontextscats,0.19038044814232308,0.0024219107558796638
3,depressionlesss,0.18369998344123362,0.0021834922781808486
3,feederofcats,0.16772420538620417,0.0010601835038075713
3,CuteCatsMagic,0.17703352134653863,0.0017788000773708845
3,m0neypulator,0.15601719058527228,0.0003748609421615201
3,PostofcatsX,0.15241015126622356,0.0000804414887903282
3,pussycattech,0.15225307037766544,0.00007726476919361902
4,catshealdeprsn,0.19384700913825462,0.0005042174329687732
4,Catsillyness,0.18626702714713517,0.00044753950040854473
4,nocontextscats,0.19084624131656303,0.0004657931742399479
4,depressionlesss,0.18410947286840584,0.00040948942717222714
4,feederofcats,0.16792732141028474,0.00020311602408057405
4,CuteCatsMagic,0.17736658370115202,0.0003330623546133893
4,m0neypulator,0.1560882345533543,0.00007104396808202407
4,PostofcatsX,0.15242554504858707,0.000015393782363509745
4,pussycattech,0.152267846954804,0.000014776577138553293
5,catshealdeprsn,0.19394303699022913,0.00009602785197451724
5,Catsillyness,0.18635214195052335,0.00008511480338818656
5,nocontextscats,0.19093384733810906,0.00008760602154603281
5,depressionlesss,0.18418750783483495,0.00007803496642910801
5,feederofcats,0.1679657350572251,0.000038413646940349544
5,CuteCatsMagic,0.1774300285980672,0.00006344489691517685
5,m0neypulator,0.1561017103545425,0.0000134758011882119
5,PostofcatsX,0.15242845513155434,0.0000029100829672668027
5,pussycattech,0.1522706409805396,0.0000027940257356084963
6,catshealdeprsn,0.19396118591385197,0.000018148923622840485
6,Catsillyness,0.18636825646154168,0.000016114511018322508
6,nocontextscats,0.19095053277625335,0.000016685438144287135
6,depressionlesss,0.18420226156529623,0.000014753730461281034
6,feederofcats,0.16797302196255567,0.000007286905330583515
6,CuteCatsMagic,0.17744203086681906,0.000012002268751865053
6,m0neypulator,0.15610426406347166,0.000002553708929153853
6,PostofcatsX,0.15242900737678433,5.522452299899783e-7
6,pussycattech,0.15227117115360866,5.301730690576711e-7
7,catshealdeprsn,0.1939646333711721,0.0000034474573201159764
7,Catsillyness,0.18637131371945498,0.00000305725791330258
7,nocontextscats,0.19095368772877444,0.000003154952521094989
7,depressionlesss,0.18420506305322903,0.0000028014879328019937
7,feederofcats,0.1679744032863367,0.0000013813237810245127
7,CuteCatsMagic,0.17744430892008747,0.000002278053268411906
7,m0neypulator,0.15610474835842372,4.842949520578177e-7
7,PostofcatsX,0.15242911203279727,1.0465601293918603e-7
7,pussycattech,0.1522712716312112,1.0047760254372484e-7
8,catshealdeprsn,0.19396528621517514,6.528440030517668e-7
8,Catsillyness,0.186371893113073,5.793936180276127e-7
8,nocontextscats,0.19095428679507268,5.990662982346961e-7
8,depressionlesss,0.18420559370330186,5.306500728274877e-7
8,feederofcats,0.1679746651762461,2.618899093975724e-7
8,CuteCatsMagic,0.17744474053981174,4.3161972426708495e-7
8,m0neypulator,0.15610484015802945,9.179960572258672e-8
8,PostofcatsX,0.15242913187832433,1.9845527055029066e-8
8,pussycattech,0.15227129068394105,1.905272983826478e-8
